flight_id,callsign,number,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump,id,active,serial,hexIcao,airlineName,iataCodeShort,icaoCode,model,modelCode,numSeats,rolloutDate,firstFlightDate,deliveryDate,registrationDate,typeName,numEngines,engineType,isFreighter,productionLine,ageYears,verified,numRegistrations,registrations
ROU1522_20190909,ROU1522,AC1522,c0482a,C-GBIN,A319,CYUL,CYUL,CYYT,CYUL,cabin_pressure,return,unknown,,,,,27249,True,845,C0482A,Air Canada Rouge,319,A319,A319,319-114,136.0,1998-06-08,1998-06-08,1998-06-26,2014-05-19,Airbus A319,2.0,Jet,False,Airbus A319,26.5,True,2,"[{'reg': 'C-GBIN', 'active': True, 'hexIcao': 'C0482A', 'airlineName': 'Air Canada Rouge', 'registrationDate': '2014-05-19'}, {'reg': 'C-GBIN', 'active': False, 'hexIcao': 'C0482A', 'airlineName': 'Air Canada', 'registrationDate': '1998-06-26'}]"
AHK681_20190909,AHK681,LD681,780a86,B-LDM,A306,RCTP,RCTP,VHHH,RCTP,unclear,return,unknown,,,,,25233,False,683,780A86,Air Hong Kong,AB6,A306,A300,300-622RF,,1993-01-27,1993-01-27,1993-06-16,2014-11-01,Airbus A300-600,2.0,Jet,True,Airbus A300,31.8,True,8,"[{'reg': 'D-AZMK', 'active': True, 'hexIcao': '3C1BAB', 'airlineName': 'EAT Leipzig', 'registrationDate': '2020-01-17'}, {'reg': 'B-LDM', 'active': False, 'hexIcao': '780A86', 'airlineName': 'Air Hong Kong', 'registrationDate': '2014-11-01'}, {'reg': 'EI-OZK', 'active': False, 'airlineName': 'Air Contractors', 'registrationDate': '2014-05-31'}, {'reg': 'EI-OZK', 'active': False, 'airlineName': 'Air Hong Kong', 'registrationDate': '2013-02-18'}, {'reg': 'EI-OZK', 'active': False, 'airlineName': 'Air Contractors', 'registrationDate': '2013-02-01'}, {'reg': 'JA8563', 'active': False, 'airlineName': 'Air Japan', 'registrationDate': '2006-10-01'}, {'reg': 'JA8563', 'active': False, 'airlineName': 'Japan Air Commuter', 'registrationDate': '2004-04-01'}, {'reg': 'JA8563', 'active': False, 'airlineName': 'Japan Asia Airways', 'registrationDate': '1993-06-16'}]"
EDV5460_20190910,EDV5460,DL5460,a7dadc,N605LR,CRJ9,KATL,KTLH,KTLH,,,,,,,,,2118748,True,15160,A7DADC,Endeavor Air,CR9,CRJ9,CRJ9,CRJ-900LR,,,,2008-01-31,2013-06-26,Canadair CRJ 900,2.0,Jet,False,Canadair CRJ 900,16.8,True,5,"[{'reg': 'N605LR', 'active': True, 'hexIcao': 'A7DADC', 'airlineName': 'Endeavor Air', 'registrationDate': '2013-06-26'}, {'reg': 'N605LR', 'active': False, 'airlineName': 'Pinnacle Airlines', 'registrationDate': '2012-01-04'}, {'reg': 'N605LR', 'active': False, 'airlineName': 'Mesaba Aviation', 'registrationDate': '2009-02-05'}, {'reg': 'N605LR', 'active': False, 'airlineName': 'Pinnacle Airlines', 'registrationDate': '2008-10-01'}, {'reg': 'N605LR', 'active': False, 'airlineName': 'Freedom Airline Express', 'registrationDate': '2008-01-31'}]"
ASA445_20190911,ASA445,AS445,a35975,N315AS,B739,KLAX,KSEA,KSEA,,,,,,,,,10013,False,30019,A35975,Alaska Airlines,739,B739,B739,737-990,,2002-09-17,2002-09-17,2002-09-30,2002-09-30,Boeing 737-900,2.0,Jet,False,Boeing 737 NG,22.2,True,1,"[{'reg': 'N315AS', 'active': False, 'hexIcao': 'A35975', 'airlineName': 'Alaska Airlines', 'registrationDate': '2002-09-30'}]"
CPA509_20190911,CPA509,CX509,780173,B-HNK,B773,RJAA,VHHH,VHHH,,,,,,,,,7841,True,27510,780173,Cathay Pacific,773,B773,B773,777-367,438.0,1999-09-22,1999-09-22,1999-09-29,1999-09-29,Boeing 777-300,2.0,Jet,False,Boeing 777,25.2,True,1,"[{'reg': 'B-HNK', 'active': True, 'hexIcao': '780173', 'airlineName': 'Cathay Pacific', 'registrationDate': '1999-09-29'}]"
ROU1591_20190911,ROU1591,AC1591,c0466c,C-GARJ,A319,CYYZ,CYYC,CYYC,,,,,,,,,26044,True,752,C0466C,Air Canada Rouge,319,A319,A319,319-114,136.0,1997-11-11,1997-11-11,1997-12-04,2014-03-11,Airbus A319,2.0,Jet,False,Airbus A319,27.0,True,2,"[{'reg': 'C-GARJ', 'active': True, 'hexIcao': 'C0466C', 'airlineName': 'Air Canada Rouge', 'registrationDate': '2014-03-11'}, {'reg': 'C-GARJ', 'active': False, 'hexIcao': 'C0466C', 'airlineName': 'Air Canada', 'registrationDate': '1997-12-04'}]"
VLG3866_20190913,VLG3866,VY3866,3424d5,EC-KDG,A320,LEPA,,LEAS,,,,,,,,,10880,True,3095,3424D5,Vueling,320,A320,A320,320-214,180.0,2007-03-09,2007-03-09,2007-04-18,2007-04-18,Airbus A320,2.0,Jet,False,Airbus A320,17.7,True,1,"[{'reg': 'EC-KDG', 'active': True, 'hexIcao': '3424D5', 'airlineName': 'Vueling', 'registrationDate': '2007-04-18'}]"
ETH687_20190915,ETH687,ET687,040015,ET-ALO,B763,VIDP,VIDP,HAAB,VIDP,unclear,return,unknown,,,,,28864,True,33768,040015,Ethiopian Airlines,763,B763,B763,767-360ERBDSF,223.0,2004-05-07,2004-05-07,2004-06-03,2004-06-03,Boeing 767-300,2.0,Jet,True,Boeing 767,20.5,True,1,"[{'reg': 'ET-ALO', 'active': True, 'hexIcao': '040015', 'airlineName': 'Ethiopian Airlines', 'registrationDate': '2004-06-03'}]"
DKH1295_20190915,DKH1295,HO1295,78124e,B-1001,A321,ZSPD,VMMC,VMMC,,,,,,,,,51808,True,7820,78124E,Juneyao Airlines,321,A321,A321,321-231,,2017-08-03,,,2017-08-11,Airbus A321,2.0,Jet,False,Airbus A321,7.3,True,1,"[{'reg': 'B-1001', 'active': True, 'hexIcao': '78124E', 'airlineName': 'Juneyao Airlines', 'registrationDate': '2017-08-11'}]"
IBK3502_20190915,IBK3502,D83502,4ca506,EI-FHM,B738,EKCH,,EGPH,,unclear,unclear,unknown,,,,,18431,False,42070,4CA506,Norwegian Air International,738,B738,B738,B737-8JP,186.0,2015-09-04,2015-09-04,2015-09-21,2015-09-22,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,9.2,True,2,"[{'reg': 'SE-RPT', 'active': True, 'hexIcao': '4ACA14', 'airlineName': 'Norwegian Air Sweden', 'registrationDate': '2020-01-31'}, {'reg': 'EI-FHM', 'active': False, 'hexIcao': '4CA506', 'airlineName': 'Norwegian Air International', 'registrationDate': '2015-09-22'}]"
JBU1447_20190916,JBU1447,B61447,a2d27c,N281JB,E190,KHPN,KTPA,KTPA,,,,,,,,,4003,True,19000103,A2D27C,JetBlue Airways,E90,E190,E190,190AR,100.0,,,2007-09-19,2007-09-19,Embraer 190,2.0,Jet,False,Embraer ERJ190,17.2,True,1,"[{'reg': 'N281JB', 'active': True, 'hexIcao': 'A2D27C', 'airlineName': 'JetBlue Airways', 'registrationDate': '2007-09-19'}]"
SWR358_20190916,SWR358,LX358,4b17f8,HB-JCA,BCS3,LSGG,,EGLL,LSGG,engine,return,unknown,4cce7a9f,engine,return,unknown,22226,True,55010,4B17F8,Delta Air Lines,CS3,BCS3,BCS3,220-371,145.0,2017-04-28,2017-04-28,2017-05-27,2018-04-19,Airbus A220-300,2.0,Jet,False,Airbus A220,7.6,True,2,"[{'reg': 'HB-JCA', 'active': True, 'hexIcao': '4B17F8', 'airlineName': 'Delta Air Lines', 'registrationDate': '2018-04-19'}, {'reg': 'HB-JCA', 'active': False, 'hexIcao': '4B17F8', 'airlineName': 'Swiss Global', 'registrationDate': '2017-05-27'}]"
AXG1801_20190917,AXG1801,,3c9432,D-BEAR,C750,,OMDW,,,,,,,,,,26007,True,750-0085,3C9432,Unknown/Private owner,CJX,C750,750,C750,,,,,,Cessna 750 Citation X,2.0,Jet,False,Cessna Citation,,False,1,"[{'reg': 'D-BEAR', 'active': True, 'hexIcao': '3C9432', 'airlineName': 'Unknown/Private owner'}]"
RPA6144_20190918,RPA6144,DL6144,abf1d2,N869RW,E170,KCMH,KIND,KIND,,unclear,unclear,unknown,,,,,1749225,False,17000133,ABF1D2,Envoy Air,E70,E170,E170,170SE,66.0,,,2006-06-29,2024-05-14,Embraer 170,2.0,Jet,False,Embraer ERJ170,18.4,True,8,"[{'reg': 'N749BM', 'active': True, 'hexIcao': 'AA141E', 'airlineName': 'Envoy Air', 'registrationDate': '2024-06-05'}, {'reg': 'N869RW', 'active': False, 'hexIcao': 'ABF1D2', 'airlineName': 'Envoy Air', 'registrationDate': '2024-05-14'}, {'reg': 'N869RW', 'active': False, 'hexIcao': 'ABF1D2', 'airlineName': 'Republic Airways', 'registrationDate': '2017-01-31'}, {'reg': 'N869RW', 'active': False, 'airlineName': 'Shuttle America', 'registrationDate': '2011-03-18'}, {'reg': 'N869RW', 'active': False, 'airlineName': 'Republic Airways', 'registrationDate': '2009-12-02'}, {'reg': 'N869RW', 'active': False, 'airlineName': 'Shuttle America', 'registrationDate': '2009-10-29'}, {'reg': 'N869RW', 'active': False, 'airlineName': 'Mokulele Airlines', 'registrationDate': '2009-05-01'}, {'reg': 'N869RW', 'active': False, 'airlineName': 'Shuttle America', 'registrationDate': '2006-06-29'}]"
JAF20K_20190919,JAF20K,TB1311,44d2b6,OO-TUV,B738,EBBR,LEJR,LEJR,,,,,,,,,14921,True,36883,44D2B6,TUI Airlines Belgium,738,B738,B738,737-86J,189.0,2011-06-29,2011-06-29,2011-08-03,2024-04-10,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,13.4,True,9,"[{'reg': 'OO-TUV', 'active': True, 'hexIcao': '44D2B6', 'airlineName': 'TUI Airlines Belgium', 'registrationDate': '2024-04-10'}, {'reg': 'OO-TUV', 'active': False, 'hexIcao': '44D2B6', 'airlineName': 'Orion-X', 'registrationDate': '2023-12-20'}, {'reg': 'OO-TUV', 'active': False, 'hexIcao': '44D2B6', 'airlineName': 'TUI Airlines Belgium', 'registrationDate': '2020-03-23'}, {'reg': 'OO-TUV', 'active': False, 'airlineName': 'Miami Air International', 'registrationDate': '2019-12-31'}, {'reg': 'OO-TUV', 'active': False, 'airlineName': 'TUI Airlines Belgium', 'registrationDate': '2019-04-09'}, {'reg': 'OO-TUV', 'active': False, 'airlineName': 'Miami Air International', 'registrationDate': '2019-01-24'}, {'reg': 'OO-TUV', 'active': False, 'airlineName': 'TUI Airlines Belgium', 'registrationDate': '2016-10-19'}, {'reg': 'OO-TUV', 'active': False, 'hexIcao': '44D2B6', 'airlineName': 'JetairFly', 'registrationDate': '2016-05-04'}, {'reg': 'EI-UNJ', 'active': False, 'airlineName': 'Transaero Airlines', 'registrationDate': '2011-08-03'}]"
WJA556_20190919,WJA556,WS556,c01f52,C-FLWJ,B737,CYYC,CYKF,CYKF,,,,,,,,,15789,True,38096,C01F52,WestJet,73G,B737,B737,B737-7CT,130.0,2010-12-22,2010-12-22,2011-01-20,2011-01-20,Boeing 737-700,2.0,Jet,False,Boeing 737 NG,13.9,True,1,"[{'reg': 'C-FLWJ', 'active': True, 'hexIcao': 'C01F52', 'airlineName': 'WestJet', 'registrationDate': '2011-01-20'}]"
AUI949_20190920,AUI949,PS949,5082c8,UR-PSG,B738,UKLL,LFML,LEBL,LFML,unclear,diverted,unknown,,,,,9104,False,29038,5082C8,Ukraine Air Alliance,738,B738,B738,B737-85R,186.0,1999-05-28,1999-05-28,1999-06-21,2013-06-04,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,25.5,True,2,"[{'reg': 'UR-PSG', 'active': False, 'hexIcao': '5082C8', 'airlineName': 'Ukraine Air Alliance', 'registrationDate': '2013-06-04'}, {'reg': 'VT-JNJ', 'active': False, 'airlineName': 'Jet Airways', 'registrationDate': '1999-06-21'}]"
FDB338_20190921,FDB338,FZ338,896469,A6-FGB,B738,OPST,OMDB,OMDB,,unclear,unclear,unknown,,,,,23637,True,60955,896469,flydubai,738,B738,B738,B737-8KN,189.0,2016-06-10,2016-06-10,2016-06-20,2016-06-20,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,8.4,True,1,"[{'reg': 'A6-FGB', 'active': True, 'hexIcao': '896469', 'airlineName': 'flydubai', 'registrationDate': '2016-06-20'}]"
SOO275_20190921,SOO275,9S275,aa8499,N777SA,B77L,KCVG,,EDDP,,,,,,,,,15713,True,37989,AA8499,DHL Air,772,B772,B777,777-FZB,,2012-04-08,2012-04-08,2012-04-26,2022-06-02,Boeing 777-200,2.0,Jet,True,Boeing 777,12.6,True,4,"[{'reg': 'N777SA', 'active': True, 'hexIcao': 'AA8499', 'airlineName': 'DHL Air', 'registrationDate': '2022-06-02'}, {'reg': 'N777SA', 'active': False, 'hexIcao': 'AA8499', 'airlineName': 'Polar Air Cargo', 'registrationDate': '2022-06-01'}, {'reg': 'N777SA', 'active': False, 'hexIcao': 'AA8499', 'airlineName': 'Atlas Air', 'registrationDate': '2021-11-17'}, {'reg': 'N777SA', 'active': False, 'hexIcao': 'AA8499', 'airlineName': 'Southern Air', 'registrationDate': '2012-04-26'}]"
SKU621_20190921,SKU621,H2621,e8032b,CC-AZH,A20N,SBGL,,SCEL,,,,,,,,,90667,True,8691,E8032B,Sky Airline,32N,A20N,A20N,320-251N,186.0,2019-02-04,,,2019-02-16,Airbus A320 NEO,2.0,Jet,False,Airbus A320 NEO,5.8,True,1,"[{'reg': 'CC-AZH', 'active': True, 'hexIcao': 'E8032B', 'airlineName': 'Sky Airline', 'registrationDate': '2019-02-16'}]"
